Previous_Crop,Soil_pH,Soil_Moisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Recommended_Next_Crop
Sugarcane,7.91,62.7,9,104,50,30.92,92.24,101.89,Rice
Wheat,6.83,59.85,190,68,63,21.6,30.22,109.11,Soybean
Sugarcane,4.82,49.57,72,70,129,17.81,36.35,379.3,Rice
Wheat,5.27,26.9,14,149,163,19.68,52.64,376.65,Soybean
Rice,6.4,40.56,97,186,127,11.75,82.45,30.09,Maize
Barley,5.95,53.49,62,174,138,26.63,68.95,161.25,Potato
Wheat,5.93,47.44,18,116,195,12.01,61.11,199.27,Soybean
Tomato,6.62,20.18,112,195,195,35.15,67.35,414.52,Cotton
Cotton,6.84,61.96,62,31,63,23.02,27.7,210.93,Peanut
Wheat,7.69,15.84,115,108,0,16.98,58.21,462.96,Soybean
Wheat,5.86,40.26,183,96,88,29.07,99.37,498.3,Soybean
Cotton,7.72,66.8,20,0,25,44.08,27.08,390.36,Peanut
Barley,5.85,11.6,161,181,138,34.33,61.54,333.19,Potato
Barley,4.72,55.6,144,173,86,27.21,43.65,195.95,Potato
Cotton,6.72,36.76,145,168,1,37.19,63.19,33.52,Peanut
Sugarcane,6.85,10.71,80,107,92,35.81,65.91,286.57,Rice
Tomato,8.24,25.23,65,113,167,41.21,66.2,180.85,Cotton
Peanut,7.4,85.28,178,40,118,17.16,88.18,175.45,Sugarcane
Soybean,8.17,51.69,64,7,131,40.06,51.18,343.85,Wheat
Tomato,8.13,89.78,42,159,79,20.54,61.31,231.82,Cotton
Barley,6.92,51.99,56,29,110,42.93,20.87,376.05,Potato
Peanut,6.61,53.51,137,45,164,19.84,83.16,199.09,Sugarcane
Rice,6.73,41.35,36,104,125,42.44,40.76,75.43,Maize
Maize,8.41,34.8,175,179,188,43.73,85.32,230.67,Wheat
Wheat,7.59,30.12,119,95,4,15.09,41.25,475.51,Soybean
Cotton,4.93,37.47,68,60,142,44.11,20.86,400.76,Peanut
Cotton,7.61,46.79,55,140,194,13.0,32.39,102.87,Peanut
Wheat,5.18,25.36,118,88,25,17.65,98.85,195.65,Soybean
Maize,6.29,27.99,163,167,5,25.55,45.58,463.9,Wheat
Soybean,5.34,31.72,158,125,122,44.78,28.71,61.85,Wheat
Maize,7.26,45.94,54,60,43,27.1,29.5,126.98,Wheat
Peanut,8.01,62.23,37,119,57,29.26,44.83,131.11,Sugarcane
Maize,5.66,78.49,14,171,80,34.3,23.01,285.47,Wheat
Peanut,4.83,32.97,143,189,45,43.89,60.92,205.37,Sugarcane
Maize,5.69,24.7,76,120,101,37.42,37.1,39.94,Wheat
Soybean,7.19,40.31,52,171,169,17.85,61.54,314.59,Wheat
Soybean,5.82,81.55,183,47,47,20.6,31.26,49.54,Wheat
Barley,5.61,10.79,6,58,113,13.42,54.39,303.21,Potato
Wheat,5.24,64.23,184,184,154,32.56,67.83,253.5,Soybean
Soybean,6.49,48.17,54,10,19,16.33,24.96,246.83,Wheat
Peanut,5.6,22.88,51,24,197,19.01,51.9,33.75,Sugarcane
Soybean,7.42,35.68,3,188,114,41.08,44.2,319.61,Wheat
Barley,4.81,28.0,42,45,162,21.44,39.23,215.66,Potato
Cotton,7.16,80.23,39,53,75,29.83,68.36,205.55,Peanut
Peanut,5.45,48.55,120,33,175,23.91,67.08,298.23,Sugarcane
Barley,6.46,55.05,29,83,194,12.59,70.46,303.12,Potato
Sugarcane,5.64,57.5,137,134,195,22.7,32.71,7.52,Rice
Sugarcane,7.39,61.17,102,61,120,24.28,42.86,62.61,Rice
Rice,8.28,49.64,6,56,179,41.35,36.77,118.26,Maize
Maize,8.17,11.43,163,92,108,21.36,63.24,338.99,Wheat
Wheat,6.83,36.78,162,115,67,23.27,56.89,288.37,Soybean
Potato,6.35,24.71,166,75,131,37.4,46.42,378.81,Barley
Tomato,7.77,64.41,163,132,166,36.56,82.88,370.3,Cotton
Barley,7.23,14.54,108,75,148,37.94,27.52,426.59,Potato
Cotton,5.23,55.1,19,162,65,43.38,97.99,188.41,Peanut
Tomato,7.78,26.85,48,36,143,37.84,29.32,172.53,Cotton
Cotton,6.22,85.91,95,187,134,24.27,81.85,415.51,Peanut
Tomato,5.26,36.84,58,192,82,38.75,49.46,118.8,Cotton
Barley,5.63,36.02,176,143,8,27.8,89.22,230.59,Potato
Potato,5.57,83.87,89,29,16,19.72,25.93,97.16,Barley
Tomato,6.58,43.39,25,41,112,20.6,49.98,456.92,Cotton
Barley,5.44,87.03,35,60,139,17.83,46.84,203.9,Potato
Soybean,4.99,11.93,170,47,184,15.07,99.45,106.24,Wheat
Potato,4.99,34.51,125,189,172,16.46,98.84,346.01,Barley
Peanut,6.83,63.3,42,83,119,12.21,35.18,122.32,Sugarcane
Cotton,7.44,81.27,98,92,10,41.1,70.4,471.75,Peanut
Sugarcane,5.79,30.51,32,191,140,42.59,62.84,183.81,Rice
Maize,4.64,84.44,99,184,158,30.54,32.35,332.32,Wheat
Sugarcane,5.01,57.53,96,67,25,39.42,33.42,172.62,Rice
Potato,8.16,74.08,172,45,62,16.42,99.14,403.62,Barley
Peanut,6.47,41.78,44,112,158,41.56,56.22,448.46,Sugarcane
Cotton,6.31,26.97,87,27,21,27.72,30.06,393.96,Peanut
Peanut,4.65,82.9,142,76,133,12.35,37.18,424.25,Sugarcane
Tomato,7.41,84.65,94,120,147,14.95,41.47,50.94,Cotton
Cotton,6.61,49.81,16,2,9,20.81,60.87,462.03,Peanut
Tomato,5.31,10.52,139,36,82,11.52,46.84,312.15,Cotton
Barley,4.94,18.78,21,175,162,20.83,56.4,434.61,Potato
Potato,6.03,55.84,150,146,25,12.1,33.32,342.22,Barley
Barley,7.85,11.9,89,91,70,18.26,46.14,100.92,Potato
Rice,7.96,41.75,77,82,36,19.3,25.63,304.78,Maize
Peanut,6.91,34.27,139,16,135,44.8,91.18,45.47,Sugarcane
Tomato,7.41,67.15,113,120,132,18.24,35.9,347.86,Cotton
Soybean,4.96,14.45,67,86,171,18.37,80.55,204.5,Wheat
Barley,6.85,49.1,109,39,125,34.04,47.96,75.87,Potato
Rice,7.17,56.33,178,177,114,40.08,57.95,489.61,Maize
Wheat,5.3,59.38,124,72,91,23.55,43.3,450.54,Soybean
Sugarcane,8.02,42.41,140,28,194,40.65,75.72,446.77,Rice
Cotton,5.28,34.35,56,178,199,21.9,87.56,394.41,Peanut
Rice,5.75,64.6,54,41,116,16.9,42.9,345.99,Maize
Potato,6.98,77.81,81,28,48,21.54,39.38,327.54,Barley
Barley,7.05,65.49,106,65,35,31.33,74.52,53.05,Potato
Potato,7.3,84.57,155,123,25,22.85,35.61,450.28,Barley
Sugarcane,4.95,67.38,101,144,44,33.55,71.19,440.56,Rice
Soybean,7.9,71.17,171,119,60,18.29,27.55,373.93,Wheat
Peanut,6.63,23.43,146,108,171,34.53,69.61,463.66,Sugarcane
Peanut,6.39,43.56,173,158,131,22.16,61.07,276.54,Sugarcane
Potato,8.42,48.8,110,91,75,25.96,29.11,223.82,Barley
Tomato,7.46,30.5,106,111,57,29.52,71.93,483.97,Cotton
Soybean,4.97,52.28,101,51,104,34.02,55.72,232.07,Wheat
Peanut,7.53,33.26,2,166,25,18.35,37.37,320.66,Sugarcane
Soybean,4.88,65.0,147,59,94,39.26,48.27,186.53,Wheat
Rice,4.61,47.62,24,93,78,35.26,59.37,318.16,Maize
Soybean,6.11,46.7,74,178,127,18.19,27.32,360.05,Wheat
Maize,8.47,88.69,183,143,156,44.12,96.61,312.33,Wheat
Sugarcane,5.2,41.4,60,97,136,33.27,73.24,257.28,Rice
Peanut,7.19,38.98,122,13,77,25.83,28.2,150.06,Sugarcane
Soybean,5.19,35.49,54,169,35,15.51,85.83,321.92,Wheat
Potato,7.4,81.58,162,50,131,28.66,45.8,454.21,Barley
Wheat,6.52,49.74,186,23,58,15.77,67.74,3.46,Soybean
Maize,7.22,58.0,38,106,164,25.03,42.17,66.96,Wheat
Maize,5.31,24.47,184,170,123,24.3,78.67,59.89,Wheat
Tomato,7.48,53.28,82,72,87,35.2,77.84,461.6,Cotton
Soybean,8.48,31.97,194,146,80,16.73,64.16,331.37,Wheat
Tomato,7.16,68.45,33,83,140,38.77,39.27,475.89,Cotton
Tomato,6.47,76.6,112,60,147,21.41,40.3,291.41,Cotton
Wheat,8.19,67.18,168,105,16,25.54,50.63,230.87,Soybean
Rice,4.56,68.42,149,93,50,37.03,31.6,396.17,Maize
Soybean,7.42,51.0,26,62,54,31.89,47.01,80.47,Wheat
Barley,8.05,66.97,148,153,160,20.78,74.75,190.67,Potato
Peanut,4.75,43.81,168,94,148,23.52,86.47,233.14,Sugarcane
Tomato,6.3,62.12,30,34,80,20.7,46.61,149.23,Cotton
Sugarcane,5.32,30.72,154,66,149,30.82,38.69,185.64,Rice
Cotton,6.77,15.58,164,55,152,21.64,86.61,39.05,Peanut
Sugarcane,7.1,43.08,193,39,194,35.4,91.26,98.99,Rice
Wheat,5.71,46.94,181,156,109,30.29,52.8,167.75,Soybean
Wheat,6.34,30.51,136,133,139,15.1,22.15,397.95,Soybean
Potato,5.62,68.22,82,179,142,20.86,75.6,91.25,Barley
Rice,5.98,15.88,169,128,85,17.75,82.72,173.32,Maize
Peanut,5.14,27.82,163,179,1,23.66,21.44,32.46,Sugarcane
Tomato,8.04,69.89,9,23,131,28.06,67.6,278.55,Cotton
Sugarcane,4.54,44.97,186,101,44,27.74,67.07,305.63,Rice
Cotton,8.03,66.42,39,161,12,36.41,50.3,432.76,Peanut
Wheat,6.79,55.4,53,114,54,16.62,79.98,409.56,Soybean
Wheat,5.83,86.06,166,134,159,43.13,54.25,142.69,Soybean
Rice,7.39,57.82,134,74,21,22.0,74.14,68.48,Maize
Cotton,6.53,11.19,3,10,88,20.51,61.37,78.04,Peanut
Cotton,6.5,38.23,142,35,54,33.98,39.88,484.48,Peanut
Rice,4.94,21.44,175,147,144,38.19,68.52,336.61,Maize
Wheat,6.06,83.97,5,62,197,23.25,78.95,21.29,Soybean
Peanut,5.46,18.32,72,79,178,36.14,97.91,68.39,Sugarcane
Soybean,4.56,41.02,162,190,135,40.93,50.41,242.9,Wheat
Soybean,5.94,28.09,199,196,188,36.84,25.16,103.91,Wheat
Rice,4.86,77.74,198,87,96,11.2,99.04,401.83,Maize
Cotton,5.53,34.69,195,29,137,38.96,69.9,286.61,Peanut
Tomato,4.87,89.35,57,157,18,37.11,95.72,306.32,Cotton
Rice,4.9,13.09,76,102,127,33.43,28.31,231.41,Maize
Peanut,5.3,20.26,18,111,141,36.6,47.36,128.03,Sugarcane
Rice,8.5,27.97,61,83,66,44.28,30.71,294.7,Maize
Maize,4.51,74.89,70,149,182,25.09,86.84,358.49,Wheat
Sugarcane,7.05,80.28,137,104,60,12.35,90.43,185.47,Rice
Cotton,5.06,15.72,24,188,183,26.13,60.1,252.47,Peanut
Potato,8.18,12.6,171,20,62,11.63,34.93,419.84,Barley
Potato,4.87,69.56,126,36,104,20.3,30.17,74.34,Barley
Cotton,8.32,20.67,57,26,103,30.54,67.05,272.61,Peanut
Peanut,6.94,20.64,152,101,138,20.84,60.51,174.21,Sugarcane
Maize,4.51,11.79,119,162,174,33.99,75.58,351.4,Wheat
Maize,8.08,13.98,110,37,133,38.77,44.42,9.41,Wheat
Wheat,6.59,31.09,167,59,33,24.72,52.19,335.24,Soybean
Sugarcane,5.55,15.2,75,69,192,41.5,21.71,51.45,Rice
Soybean,7.57,39.51,69,31,98,12.79,68.81,32.38,Wheat
Barley,8.21,76.62,137,79,63,39.4,53.85,362.31,Potato
Peanut,6.43,36.11,65,154,86,39.0,93.58,320.17,Sugarcane
Barley,5.76,68.23,119,130,80,21.27,71.34,447.47,Potato
Barley,7.66,17.51,152,176,65,20.46,51.9,259.83,Potato
Cotton,7.23,62.75,198,101,158,20.68,41.09,265.01,Peanut
Potato,8.06,35.34,86,101,82,38.4,92.42,353.51,Barley
Potato,7.27,69.98,138,29,189,39.11,21.3,161.7,Barley
Soybean,5.47,20.9,121,21,181,21.54,46.15,18.46,Wheat
Cotton,8.23,81.83,163,18,91,30.74,95.48,115.02,Peanut
Barley,4.92,29.41,48,30,135,14.86,72.32,119.01,Potato
Tomato,5.57,38.25,47,19,169,26.41,62.62,167.83,Cotton
Potato,6.58,86.01,114,146,168,44.96,36.28,471.73,Barley
Peanut,6.76,56.28,86,129,186,15.56,86.67,402.42,Sugarcane
Peanut,4.56,39.26,6,39,167,43.16,36.34,467.98,Sugarcane
Wheat,7.62,85.97,76,166,149,38.85,39.86,499.3,Soybean
Rice,5.95,36.33,178,90,151,44.03,35.35,216.89,Maize
Tomato,6.13,17.59,144,71,37,16.29,32.65,113.54,Cotton
Potato,7.74,89.75,159,108,129,17.47,96.26,280.0,Barley
Maize,6.02,31.43,153,181,124,10.59,68.16,440.57,Wheat
Potato,4.69,78.1,120,26,40,35.36,71.03,232.87,Barley
Wheat,5.21,23.24,123,78,18,32.54,96.35,252.7,Soybean
Peanut,8.32,68.51,149,139,104,16.23,38.45,67.22,Sugarcane
Barley,4.78,51.96,140,77,129,37.69,20.47,210.23,Potato
Maize,5.92,88.47,124,198,91,20.47,67.91,193.5,Wheat
Cotton,6.51,54.23,11,16,95,14.72,60.63,175.84,Peanut
Sugarcane,6.47,12.0,70,83,61,24.79,58.21,443.65,Rice
Barley,4.52,58.31,0,137,15,13.18,24.95,29.65,Potato
Sugarcane,6.5,21.63,160,146,93,19.21,56.35,486.07,Rice
Tomato,6.04,73.88,118,157,149,23.0,43.0,4.12,Cotton
Rice,8.39,78.53,141,157,141,39.82,41.97,472.8,Maize
Maize,5.14,48.57,110,152,115,37.74,37.79,274.02,Wheat
Soybean,5.92,72.66,63,87,55,25.5,46.6,351.22,Wheat
Maize,6.18,21.61,42,73,64,35.36,48.25,93.57,Wheat
Potato,6.06,49.37,185,126,172,29.9,44.7,327.11,Barley
Peanut,7.16,41.52,40,193,53,21.93,98.3,440.98,Sugarcane
Potato,5.36,58.91,195,101,193,35.41,94.62,69.74,Barley
Potato,5.38,13.56,114,95,85,33.92,65.96,63.54,Barley
Tomato,7.42,70.17,38,162,173,31.67,98.48,151.99,Cotton
Barley,6.5,16.33,0,50,160,31.63,99.3,80.86,Potato
Soybean,6.16,62.52,40,100,49,33.9,48.48,55.32,Wheat
Soybean,5.18,11.48,172,70,104,23.46,55.62,339.16,Wheat
Potato,5.25,76.55,87,70,21,40.42,96.72,106.91,Barley
Sugarcane,4.54,23.98,97,154,39,15.68,68.69,333.51,Rice
Tomato,4.87,51.24,87,9,38,40.94,37.03,430.96,Cotton
Potato,6.73,30.92,78,96,104,21.98,75.15,326.01,Barley
Rice,8.07,67.81,140,170,168,14.38,36.46,59.68,Maize
Peanut,5.65,35.71,70,182,67,31.0,47.15,286.79,Sugarcane
Barley,5.81,67.97,136,198,6,23.16,38.2,196.81,Potato
Cotton,4.96,32.79,190,133,84,38.54,39.6,171.69,Peanut
Rice,6.05,70.2,98,5,198,25.08,20.37,159.27,Maize
Sugarcane,4.65,12.45,150,76,131,33.4,90.46,464.72,Rice
Maize,8.17,32.66,181,175,75,20.79,43.68,371.25,Wheat
Maize,7.19,49.89,174,76,90,17.33,26.91,66.92,Wheat
Rice,8.46,13.6,166,1,186,23.58,26.96,238.0,Maize
Potato,8.03,24.88,86,50,83,31.24,64.48,159.11,Barley
Cotton,6.39,84.76,153,188,153,32.99,99.43,488.97,Peanut
Wheat,6.58,88.15,0,146,30,30.24,31.6,489.01,Soybean
Wheat,5.26,69.18,141,120,98,44.58,27.97,159.77,Soybean
Sugarcane,6.35,30.18,111,127,196,34.19,55.06,176.06,Rice
Potato,8.11,30.84,73,1,51,42.6,65.07,299.71,Barley
Soybean,4.7,61.66,64,50,111,14.13,43.55,239.65,Wheat
Soybean,7.95,19.41,68,153,71,12.15,44.2,106.55,Wheat
Barley,5.86,85.86,66,69,20,20.88,53.96,330.21,Potato
Cotton,8.1,27.99,176,19,15,14.78,45.13,167.06,Peanut
Cotton,8.26,89.97,49,22,178,28.41,93.23,326.86,Peanut
Maize,7.18,49.66,57,53,15,28.16,23.36,191.84,Wheat
Tomato,7.16,71.71,52,142,145,30.13,38.77,350.1,Cotton
Sugarcane,6.31,10.17,90,133,174,36.08,84.68,333.9,Rice
Wheat,7.84,81.1,114,162,55,44.0,86.72,254.41,Soybean
Sugarcane,8.35,31.6,117,135,155,40.74,28.92,352.37,Rice
Soybean,7.6,63.43,56,56,81,14.14,97.9,230.48,Wheat
Soybean,6.99,74.51,85,177,77,21.85,75.47,58.07,Wheat
Rice,6.93,23.13,17,176,183,18.95,41.81,91.05,Maize
Barley,7.9,45.4,15,114,36,16.19,56.48,123.0,Potato
Cotton,6.66,49.51,129,148,143,29.07,43.77,31.61,Peanut
Peanut,7.72,34.97,12,122,192,29.36,32.0,355.69,Sugarcane
Sugarcane,6.54,48.54,172,35,59,17.95,43.29,183.7,Rice
Soybean,4.75,35.4,79,70,188,34.92,66.41,46.76,Wheat
Tomato,6.04,38.86,199,68,10,35.65,86.08,409.98,Cotton
Maize,6.28,63.55,42,57,125,10.73,49.08,341.83,Wheat
Wheat,5.07,60.61,199,62,65,23.85,47.83,226.11,Soybean
Barley,4.91,28.58,53,15,125,41.15,57.44,123.71,Potato
Tomato,6.64,81.8,158,133,31,28.21,71.56,75.87,Cotton
Barley,4.84,79.02,136,77,146,22.17,80.13,229.19,Potato
Rice,5.71,50.73,72,121,55,18.88,46.14,442.62,Maize
Peanut,7.48,44.66,47,179,4,18.52,66.91,94.2,Sugarcane
Soybean,8.36,40.15,17,1,130,13.49,51.15,284.33,Wheat
Maize,7.37,66.58,10,113,155,38.6,77.31,480.84,Wheat
Tomato,8.47,63.73,189,113,89,13.03,33.17,318.56,Cotton
Barley,7.29,25.69,83,123,93,20.23,40.55,219.98,Potato
Cotton,5.68,63.72,18,145,71,11.6,54.08,358.19,Peanut
Rice,7.19,30.19,99,162,99,37.35,91.15,412.29,Maize
Cotton,7.31,11.48,115,85,28,11.37,65.87,295.26,Peanut
Maize,5.99,65.94,89,166,58,20.79,97.23,435.92,Wheat
Tomato,4.57,61.58,73,128,24,30.07,28.26,257.3,Cotton
Rice,7.31,42.86,23,164,149,24.33,56.81,415.01,Maize
Tomato,4.59,52.05,12,20,96,19.88,53.53,476.01,Cotton
Soybean,7.02,85.77,124,0,100,19.63,68.02,250.62,Wheat
Potato,5.15,57.62,115,131,116,37.92,84.96,302.5,Barley
Rice,6.76,62.63,173,57,198,44.09,87.32,304.73,Maize
Cotton,6.52,15.11,180,0,22,22.18,73.62,390.72,Peanut
Maize,4.55,23.28,156,140,69,11.37,71.32,411.48,Wheat
Peanut,5.95,34.08,163,173,78,11.28,95.92,13.61,Sugarcane
Soybean,6.9,53.15,70,174,78,36.57,50.69,366.68,Wheat
Potato,7.89,72.13,125,6,167,29.33,86.62,391.91,Barley
Peanut,8.05,35.7,144,50,97,37.43,93.72,350.21,Sugarcane
Wheat,6.44,38.51,175,2,13,34.41,59.32,356.85,Soybean
Soybean,7.41,30.49,151,177,28,41.76,78.33,20.7,Wheat
Maize,5.77,30.37,181,153,143,41.0,50.16,221.02,Wheat
Barley,5.87,85.91,118,30,86,37.59,32.71,409.09,Potato
Rice,5.28,60.84,90,99,9,26.63,66.92,467.0,Maize
Tomato,6.75,22.47,84,61,46,20.78,35.72,114.73,Cotton
Maize,5.76,67.78,107,153,3,27.75,56.61,289.6,Wheat
Rice,4.84,67.76,126,194,11,27.57,89.83,402.17,Maize
Peanut,7.24,63.32,120,107,41,31.36,26.88,376.2,Sugarcane
Tomato,7.33,20.78,128,54,3,16.51,22.43,309.45,Cotton
Sugarcane,5.94,42.64,194,155,83,32.95,68.52,9.35,Rice
Cotton,4.81,18.54,5,43,91,25.98,46.48,361.94,Peanut
Wheat,6.21,75.33,77,80,91,31.71,53.44,386.62,Soybean
Soybean,6.27,62.41,182,165,5,18.39,52.46,361.42,Wheat
Maize,7.17,50.58,37,29,141,25.2,26.93,382.9,Wheat
Wheat,5.76,37.44,160,65,34,17.36,20.29,215.46,Soybean
Barley,7.23,24.74,115,135,174,40.64,91.87,496.88,Potato
Rice,7.99,18.52,101,13,185,27.08,37.42,385.39,Maize
Rice,5.45,87.54,7,100,64,17.87,54.09,289.34,Maize
Maize,8.42,25.97,77,105,146,11.44,97.75,467.1,Wheat
Potato,6.05,14.79,111,102,56,33.65,86.14,454.1,Barley
Potato,5.57,86.93,147,61,192,17.51,28.63,407.28,Barley
Sugarcane,6.19,53.92,54,74,12,44.64,60.68,281.85,Rice
Cotton,4.88,73.73,47,190,135,28.68,78.41,263.55,Peanut
Tomato,5.0,13.5,183,78,17,20.11,75.87,164.35,Cotton
Barley,6.16,55.36,87,193,162,33.02,80.87,125.44,Potato
Wheat,7.55,41.86,9,106,86,19.63,56.6,256.18,Soybean
Potato,8.1,71.76,51,95,113,38.71,34.07,288.89,Barley
Sugarcane,7.16,13.07,177,39,25,20.79,57.19,122.26,Rice
Sugarcane,4.92,42.14,33,140,165,44.59,71.83,461.3,Rice
Maize,7.19,73.93,163,106,65,31.18,68.69,278.64,Wheat
Barley,7.04,51.82,60,16,25,39.55,25.64,263.25,Potato
Peanut,7.72,54.0,143,14,125,12.55,25.2,217.82,Sugarcane
Tomato,7.8,17.77,78,160,56,22.19,97.22,29.04,Cotton
Cotton,7.97,20.59,17,15,24,35.81,32.14,441.2,Peanut
Soybean,6.16,64.16,70,12,29,32.93,43.56,158.5,Wheat
Maize,7.29,64.0,174,150,134,16.8,81.41,321.23,Wheat
Tomato,5.57,88.33,85,35,26,22.47,52.77,303.72,Cotton
Soybean,8.5,66.96,31,42,138,19.22,34.52,292.24,Wheat
Soybean,5.2,49.46,42,177,100,31.47,57.38,262.86,Wheat
Barley,4.54,78.59,82,113,135,22.06,65.52,90.72,Potato
Barley,5.1,18.36,167,73,10,20.82,56.22,140.3,Potato
Wheat,7.6,45.94,192,80,125,17.26,93.52,262.09,Soybean
Sugarcane,6.29,32.97,162,93,29,24.32,42.78,394.67,Rice
Tomato,6.29,18.37,68,140,93,16.84,72.91,215.99,Cotton
Maize,8.32,71.08,49,29,115,43.69,28.98,101.96,Wheat
Rice,8.18,50.86,11,184,14,15.41,51.38,43.97,Maize
Maize,5.74,54.54,84,29,183,41.97,79.28,331.51,Wheat
Wheat,5.34,42.9,122,198,34,25.0,37.99,211.67,Soybean
Cotton,7.89,46.83,57,9,38,23.23,67.18,62.69,Peanut
Sugarcane,8.12,19.28,82,98,23,18.1,32.27,337.23,Rice
Rice,6.67,63.83,190,193,7,32.25,28.22,103.79,Maize
Potato,7.02,44.6,176,93,42,33.99,61.86,254.51,Barley
Cotton,5.53,75.34,111,38,169,26.36,74.0,153.09,Peanut
Barley,7.7,25.7,127,36,83,11.95,29.07,465.85,Potato
Soybean,7.03,26.4,35,130,168,42.15,93.42,114.14,Wheat
Potato,6.51,61.66,53,88,46,44.31,38.06,209.96,Barley
Maize,4.74,77.68,46,161,25,25.09,29.6,479.75,Wheat
Maize,8.16,47.78,114,165,179,31.48,36.22,159.36,Wheat
Barley,6.96,68.16,159,13,149,25.76,33.57,322.3,Potato
Wheat,5.27,89.95,123,191,132,21.27,27.25,158.36,Soybean
Tomato,6.93,89.22,180,38,142,12.71,83.83,55.34,Cotton
Potato,7.21,69.55,159,181,163,25.96,59.64,313.77,Barley
Potato,6.6,69.17,189,129,100,38.64,51.08,458.02,Barley
Peanut,7.37,29.81,164,42,62,10.6,96.05,226.28,Sugarcane
Cotton,6.83,76.68,95,180,92,30.37,49.68,313.09,Peanut
Sugarcane,8.29,42.41,106,130,176,40.83,33.36,304.45,Rice
Cotton,4.71,86.96,119,168,54,17.61,41.92,207.54,Peanut
Tomato,4.92,16.51,100,7,71,16.41,39.12,307.45,Cotton
Maize,5.19,44.87,102,95,59,37.03,59.9,129.66,Wheat
Maize,7.26,54.47,165,190,184,18.93,43.32,189.02,Wheat
Maize,7.08,42.41,157,64,28,16.72,61.28,221.16,Wheat
Peanut,8.07,26.85,185,78,18,23.23,73.54,432.0,Sugarcane
Maize,7.43,57.44,31,131,72,23.74,82.18,174.17,Wheat
Tomato,6.53,70.47,65,67,137,40.59,76.81,317.57,Cotton
Barley,8.47,61.59,178,91,100,31.65,36.45,106.7,Potato
Sugarcane,5.56,28.76,10,9,137,24.21,29.27,126.28,Rice
Tomato,7.83,68.53,186,74,56,28.7,63.4,324.21,Cotton
Sugarcane,6.21,30.55,147,177,181,43.39,35.91,381.15,Rice
Tomato,7.09,24.02,36,150,183,13.96,26.79,231.06,Cotton
Maize,7.41,65.25,101,60,67,17.27,62.17,167.55,Wheat
Barley,7.04,77.42,48,46,196,43.69,46.14,455.14,Potato
Potato,5.06,48.52,18,2,86,43.51,80.49,67.9,Barley
Cotton,6.27,52.51,182,102,102,16.2,45.14,360.36,Peanut
Soybean,6.75,34.22,167,16,182,15.08,98.3,345.09,Wheat
Barley,7.9,49.57,6,21,196,24.74,80.68,345.12,Potato
Potato,6.27,20.56,132,115,71,11.74,24.62,467.71,Barley
Wheat,8.17,86.47,41,90,128,32.92,60.71,364.1,Soybean
Tomato,6.26,74.03,87,143,117,12.71,65.01,150.78,Cotton
Wheat,6.7,63.44,175,103,139,12.03,75.62,176.7,Soybean
Potato,7.69,53.06,134,2,162,26.98,59.82,195.56,Barley
Barley,6.83,73.37,10,51,115,43.52,58.68,15.4,Potato
Tomato,8.34,49.58,176,110,81,24.94,49.44,456.76,Cotton
Soybean,7.14,34.0,157,160,160,22.48,41.72,36.78,Wheat
Maize,6.59,22.83,40,41,108,44.93,95.7,349.9,Wheat
Tomato,4.59,61.81,2,129,152,28.62,45.41,365.08,Cotton
Tomato,6.15,84.35,39,38,15,23.13,25.07,421.86,Cotton
Barley,5.7,22.29,50,45,135,23.51,33.38,276.68,Potato
Barley,7.49,24.4,31,47,34,16.82,88.58,362.63,Potato
Potato,5.33,44.69,47,26,173,27.93,66.93,151.36,Barley
Rice,5.32,74.55,70,14,138,25.36,82.3,372.79,Maize
Tomato,5.26,33.51,198,6,188,19.48,84.7,171.71,Cotton
Cotton,5.0,30.31,147,108,43,15.62,85.86,451.42,Peanut
Tomato,5.74,59.6,88,184,138,20.89,64.05,81.69,Cotton
Potato,8.04,52.85,108,41,138,27.8,34.17,157.88,Barley
Sugarcane,7.6,14.82,34,8,149,12.04,31.86,249.38,Rice
Wheat,7.44,16.52,107,104,84,15.38,65.92,387.93,Soybean
Maize,7.69,61.44,151,133,81,43.17,49.32,374.4,Wheat
Rice,5.58,47.21,39,184,189,29.0,64.64,105.36,Maize
Soybean,8.05,87.68,51,75,175,12.22,59.88,72.12,Wheat
Soybean,5.05,64.28,111,29,101,34.26,68.18,151.98,Wheat
Soybean,5.85,10.81,38,182,62,12.16,22.57,241.88,Wheat
Barley,6.85,48.48,67,83,178,35.86,22.63,269.5,Potato
Soybean,4.91,43.16,188,125,172,36.25,77.73,214.57,Wheat
Maize,7.42,18.54,75,83,32,32.79,35.45,331.55,Wheat
Wheat,6.05,83.86,64,53,59,35.63,72.18,213.78,Soybean
Soybean,7.64,74.4,61,109,122,13.08,63.73,473.16,Wheat
Tomato,6.47,28.41,1,26,1,35.44,98.54,130.48,Cotton
Tomato,5.22,30.48,133,83,140,14.78,86.83,313.69,Cotton
Barley,7.44,12.56,121,186,193,21.88,53.05,305.69,Potato
Maize,5.51,33.74,74,6,56,43.0,69.31,140.79,Wheat
Wheat,6.46,56.77,170,167,170,27.6,29.38,205.84,Soybean
Rice,4.8,43.67,39,103,44,43.86,50.91,182.74,Maize
Potato,6.97,87.54,88,71,30,13.11,78.71,86.25,Barley
Wheat,7.16,14.49,166,1,137,26.71,69.81,238.65,Soybean
